Object ID,Department,AccessionYear,Object Name,Title,Culture,Artist,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Object Date,Object Begin Date,Object End Date,Dimensions,Credit Line,Classification,Link Resource,Repository
22128,Arms and Armor,1910,Bowstring basket with string,Bowstring Basket with String,Japanese,,,,,,18th–19th century,1700,1899,Diam. 5 3/8 in. (13.7 cm); Wt. 2.2 oz. (62 g),"Gift of Dr. George M. Lefferts, 1910",Archery Equipment-Bows,http://www.metmuseum.org/art/collection/search/22128,"Metropolitan Museum of Art, New York, NY"
22129,Arms and Armor,1910,Banner (Hata),Banner (Hata),Japanese,,,,,,18th century,1701,1800,H. 34 7/8 in (88.6 cm); W. 23 3/8 in. (59.4 cm),"Gift of Dr. George M. Lefferts, 1910",Banners,http://www.metmuseum.org/art/collection/search/22129,"Metropolitan Museum of Art, New York, NY"
22130,Arms and Armor,1910,Surcoat (Jinbaori),Surcoat (Jinbaori),Japanese,,,,,,late 18th–19th century,1750,1900,L. 35 in. (88.9 cm),"Gift of Dr. George M. Lefferts, 1910",Surcoat,http://www.metmuseum.org/art/collection/search/22130,"Metropolitan Museum of Art, New York, NY"
22131,Arms and Armor,1910,Surcoat (Jinbaori),Surcoat (Jinbaori),Japanese,,,,,,probably 18th century,1675,1825,L. 42 in. (106.7 cm),"Gift of Dr. George M. Lefferts, 1910",Surcoat,http://www.metmuseum.org/art/collection/search/22131,"Metropolitan Museum of Art, New York, NY"
22132,Arms and Armor,1910,Surcoat (Jinbaori),Surcoat (Jinbaori),Japanese,,,,,,17th or 18th century,1601,1800,L. 34 in. (86.4 cm),"Gift of Dr. George M. Lefferts, 1910",Surcoat,http://www.metmuseum.org/art/collection/search/22132,"Metropolitan Museum of Art, New York, NY"
22133,Arms and Armor,1910,Armored vest (Manchira),Armored Vest (Manchira),Japanese,,,,,,late 18th–early 19th century,1750,1850,H. 15 1/2 in. (39.4 cm); W. 21 in. (53.5 cm); Wt. 1 lb. 1.9 oz. (507 g),"Gift of Dr. George M. Lefferts, 1910",Surcoat,http://www.metmuseum.org/art/collection/search/22133,"Metropolitan Museum of Art, New York, NY"
22134,Arms and Armor,1910,"Shoulder pads, collar, and armpit guards (Manchera)","Shoulder Pads, Collar, and Armpit Guards (Manchera)",Japanese,,,,,,17th–18th century,1601,1800,W. 3/4 in. (1.9 cm); L.16 in. (40.6 cm),"Gift of Dr. George M. Lefferts, 1910",Surcoat,http://www.metmuseum.org/art/collection/search/22134,"Metropolitan Museum of Art, New York, NY"
22135,Arms and Armor,1911,Cup-hilted rapier,Cup-Hilted Rapier,"Italian, Milan; blade, German, Solingen","Piccinino, Carlo",Italian,1625,1700,,ca. 1650–75,1625,1700,"L. 44 in. (111.8 cm); L. of blade 37 1/4 in. (94.6 cm); W. 12 1/16 in. (30.6 cm); Wt. 2 lb. 5 oz. (1048.9 g)
","Gift of J. Pierpont Morgan, 1911",Swords,http://www.metmuseum.org/art/collection/search/22135,"Metropolitan Museum of Art, New York, NY"
22136,Arms and Armor,1911,Sallet,Sallet,Italian,"Castello, Pietro Giacomo da",Italian,1485,1525,,ca. 1510–20,1485,1545,"H. without crest, 11 1/2 in. (29.2 cm); W. 7 5/8 in. (19.4 cm); D. 10 1/2 in. (26.7 cm); Wt. 4 lb. 3 oz. (1899 g)","Gift of J. Pierpont Morgan, 1911",Helmets,http://www.metmuseum.org/art/collection/search/22136,"Metropolitan Museum of Art, New York, NY"
22137,Arms and Armor,1911,Okimono in the form of an eagle,Eagle with Outstreched Wings,Japanese,"Chōkichi, Suzuki",Japanese,1848,1919,,late 19th century,1850,1900,"H. 83 in. (210.82 cm); H. of trunk, 70.5 in. (179.07 cm); H. of eagle including foot tabs, 19 in. (48.26 cm); W. of wingspan, 55 in. (139.7 cm); Wt. of eagle, 96 lbs. (43.54 kg); Wt. of trunk, 219 lbs. (99.33 kg)","Gift of James R. Steers, 1911",Miscellaneous-Ironwork,http://www.metmuseum.org/art/collection/search/22137,"Metropolitan Museum of Art, New York, NY"
22138,Arms and Armor,1911,Field armor,Field Armor Probably of Sir John Scudamore (1541 or 1542–1623),"British, Greenwich","Tachaux, Daniel|Halder, Jacob",British,1857      |1558      ,1928      |1608      ,|,"ca. 1587, restored and completed 1915",1562,1915,Wt. 68 lb. 8 oz. (31.07 kg),"Frederick C. Hewitt Fund, 1911",Armor for Man,http://www.metmuseum.org/art/collection/search/22138,"Metropolitan Museum of Art, New York, NY"
22139,Arms and Armor,1911,Armor,Armor of Sir James Scudamore (1558–1619),"British, Greenwich","Tachaux, Daniel|Halder, Jacob",British,1857      |1558      ,1928      |1608      ,|,"ca. 1595–96; restored and completed, 1915",1570,1915,H. 70 1/4 in. (178.5 cm); Wt. 50 lb. 7 oz. (22.88 kg),"Frederick C. Hewitt Fund, 1911",Armor for Man,http://www.metmuseum.org/art/collection/search/22139,"Metropolitan Museum of Art, New York, NY"
22140,Arms and Armor,1911,Banner,Banner,Spanish,,,,,,18th century,1701,1800,73 x 72 in. (185.4 x 182.9 cm),"Rogers Fund, 1911",Banners,http://www.metmuseum.org/art/collection/search/22140,"Metropolitan Museum of Art, New York, NY"
22141,Arms and Armor,1911,Banner,Banner,Possibly Spanish,,,,,,18th century,1701,1800,68 3/4 x 72 in. (174.6 x 182.9 cm),"Rogers Fund, 1911",Banners,http://www.metmuseum.org/art/collection/search/22141,"Metropolitan Museum of Art, New York, NY"
22142,Arms and Armor,1912,Pair of sleeves (Kotē),Pair of Sleeves (Kotē),Japanese,,,,,,ca. 1700,1700,1799,L. 39 1/2 in. (100.3 cm); W. 9 in. (22.9 cm),"Rogers Fund, 1912
",Costumes,http://www.metmuseum.org/art/collection/search/22142,"Metropolitan Museum of Art, New York, NY"
22143,Arms and Armor,1912,Ten spearheads and sinkers,Ten Spearheads and Sinkers,Japanese,,,,,,ca. 12500 B.C.–ca. 4th or 3rd century B.C.,-12500,-300,12.37.110; L. 4 3/4 in. (12.1 cm); W. 3 1/2 in. (8.9 cm); Wt. 10.7 oz. (303.3 g); 12.37.111; L. 4 1/2 in. (11.4 cm); W. 3 in. (7.6 cm); Wt. 9.4 oz. (266.5 g); 12.37.112; L. 4 in. (10.2 cm); W. 2 1/2 in. (6.4 cm); Wt. 6.1 oz. (172.9 g);12.37.113; L. 3 3/4 in. (9.5 cm); W. 2 1/2 in. (6.4 cm); Wt. 4.9 oz. (138.9 g); 12.37.114; L. 3 1/4 in. (8.3 cm); W. 2 1/2 in. (6.4 cm); Wt. 4.3 oz. (121.9 g); 12.37.115; L. 3 5/8 in. (9.2 cm); W. 2 5/8 in. (6.7 cm); Wt. 6 oz. (170.1 g); 12.37.116; L. 3 1/4 in. (8.3 cm); W. 2 in. (5.1 cm); Wt. 3 oz. (85 g); 12.37.117; L. 3 in. (7.6 cm); W. 2 in. (5.1 cm); Wt. 3.3 oz. (93.6 g); 12.37.118; L. 2 3/4 in. (7 cm); W. 2 1/8 in. (5.4 cm); Wt. 2.7 oz. (76.5 g); 12.37.119; L. 2 1/4 in. (5.7 cm); W. 1 3/8 in. (3.5 cm); Wt. 1.4 oz. (39.7 g),"Rogers Fund, 1912
",Miscellaneous,http://www.metmuseum.org/art/collection/search/22143,"Metropolitan Museum of Art, New York, NY"
22144,Arms and Armor,1912,Ten spearheads and sinkers,Ten Spearheads and Sinkers,Japanese,,,,,,ca. 12500 B.C.–ca. 4th or 3rd century B.C.,-12500,-300,"12.37.100; L. 4 1/2 in. (11.4 cm); W. 2 1/4 in. (5.7 cm); Wt. 2.8 oz. (79.4 g); 12.37.101; L. 3 3/4 in. (9.5 cm); W. 1 7/8 in. (4.8 cm); Wt. 2.7 oz. (76.5 g); 12.37.102; L. 2 3/8 in. (6 cm); W. 1 3/4 in. (4.5 cm); Wt. 1.1 oz. (31.2 g); 12.37.103; L. 4 7/8 in. (12.4 cm); W. 2 3/8 in. (6 cm); Wt. 8 oz. (226.8 g); 12.37.104; L. 4 1/4 in. (10.8 cm); W. 2 3/4 in. (7 cm); Wt. 6.1 oz. (172.9 g); 12.37.105; L. 4 1/2 in. (11.4 cm); W. 2 1/16 in. (5.2 cm); Wt. 11.3 oz. (320.3 g); 12.37.106; L. 5 in. (12.7 cm); W. 3 3/8 in. (8.6 cm); Wt. 10.4 oz. (294.8 g); 12.37.107; L. 5 1/4 in. (13.3 cm); W. 3 in. (7.6 cm); Wt. 7.8 oz. (221.1 g); 12.37.108; L. 5 1/4 in. (13.3 cm); W. 2 3/8 in. (cm); Wt. 6.8 oz. (192.8 g); 12.37.109; L. 5 in. (12.7 cm); W. 2 1/2 in. (6.4 cm); Wt. 6.4 oz. (181.4 g)
","Rogers Fund, 1912",Miscellaneous,http://www.metmuseum.org/art/collection/search/22144,"Metropolitan Museum of Art, New York, NY"
22145,Arms and Armor,1912,Nine celts or polished fleshers,Nine Celts or Polished Fleshers,Japanese,,,,,,probably ca. 10th century B.C.,-1050,-850,"12.27.91; L. 7 in. (17.8 cm); W. 3/4 in. (1.9 cm); Wt. 3 oz. (85 g); 12.27.92; L. 3 3/4 in. (9.5 cm); W. 1 3/4 in. (4.5 cm); Wt. 4 oz. (113.4 g); 12.27.93; L. 3 7/8 in. (9.8 cm); W. 1 3/8 in. (3.5 cm); Wt. 4.2 oz. (119.1 g); 12.27.94; L. 3 3/8 in. (8.6 cm); W. 1 3/4 in. (4.5 cm); Wt. 5 oz. (141.7 g); 12.27.95; L. 3 1/2 in. (8.9 cm); W. 3/4 in. (1.9 cm); Wt. 1.4 oz. (39.7 g); 12.27.96; L. 3 3/8 in. (8.6 cm); W. 1 1/4 in. (3.2 cm); Wt. 1.8 oz. (51 g); 12.27.97; L. 2 1/4 in. (5.7 cm); W. 1 5/8 in. (4.1 cm); Wt. 1.8 oz. (51 g); 12.27.98; L. 2 1/4 in. (5.7 cm); W. 1 1/2 in. (3.8 cm); Wt. 1.6 oz. (45.4 g); 12.27.99; Diam. 1 3/4 in. (4.5 cm); Wt. 2.7 oz. (76.5 g)
","Rogers Fund, 1912
",Archery Equipment-Bows,http://www.metmuseum.org/art/collection/search/22145,"Metropolitan Museum of Art, New York, NY"
22146,Arms and Armor,1912,Five arrowpoints,Five Arrowheads,Japanese,,,,,,ca. 3rd century–538,300,710,12.37.85; L. 2 3/8 in. (6 cm); L. of head 1 1/2 in. (3.8 cm); W. 3/4 in. (1.9 cm); Wt. 0.6 oz. (17 g); 12.37.86; L. 2 1/8 in. (5.4 cm); L. of head 1 5/16 in. (3.3 cm); W. 5/8 in. (1.6 cm); Wt. 0.4 oz. (11.3 g); 12.37.87; L. 2 in. (5.1 cm); L. of head 1 3/8 in. (3.5 cm); W. 5/8 in. (1.6 cm); Wt. 0.5 oz. (14.2 g); 12.37.88; L. 2 in. (5.1 cm); L. of head 1 3/8 in. (3/4 cm); W. 3/4 in. (1.9 cm); Wt. 0.5 oz. (14.2 g); 12.37.89; L. 2 in. (5.1 cm); L. of head 1 1/4 in. (3.2 cm); W. 5/8 in. (1.6 cm); Wt. 0.4 oz. (11.3 g),"Rogers Fund, 1912
",Archery Equipment-Arrowheads,http://www.metmuseum.org/art/collection/search/22146,"Metropolitan Museum of Art, New York, NY"
22147,Arms and Armor,1912,Two arrowpoints,Two Arrowpoints,Japanese,,,,,,ca. 3rd century–538,300,710,12.37.9; L. 2 in (5.1 cm); L. of head 1 3/8 in. (3.5 cm); W. 9/16 in. (1.4 cm); Wt. 0.4 oz. (11.3 g); 12.37.10; L. 1 7/8 in. (4.8 cm); L. of head 1 3/8 in. (3.5 cm); W. 5/8 in. (1.6 cm); Wt. 0.4 oz. (11.3 g),"Rogers Fund, 1912
",Archery Equipment-Arrowheads,http://www.metmuseum.org/art/collection/search/22147,"Metropolitan Museum of Art, New York, NY"
22149,Arms and Armor,1912,Skirt (Haidate),Skirt (Haidate),Japanese,,,,,,ca. 1700,1700,1700,"L 25 in.  ( 63.5 cm)
W 21 in. ( 53.34 cm)
25 X 21""","Rogers Fund, 1912",Costumes,http://www.metmuseum.org/art/collection/search/22149,"Metropolitan Museum of Art, New York, NY"
22150,Arms and Armor,1912,Pair of gauntlets,Pair of Gauntlets,"German, probably Augsburg",,,,,,ca. 1560,1535,1585,L. 8 3/4 in. (22.2 cm); Gr. W. 4 5/8 in. (11.7 cm),"Gift of Clarence H. Mackay, 1912",Armor Parts-Gauntlets,http://www.metmuseum.org/art/collection/search/22150,"Metropolitan Museum of Art, New York, NY"
22152,Arms and Armor,1912,Glaive,Glaive of the Bodyguard of the Tiepolo Family,Italian,,,,,,ca. 1600,1575,1625,L. 105 1/2 in. (267.97 cm),"Frederick C. Hewitt Fund, 1912",Shafted Weapons,http://www.metmuseum.org/art/collection/search/22152,"Metropolitan Museum of Art, New York, NY"
22153,Arms and Armor,1912,Glaive,Glaive of the Bodyguard of the Tiepolo Family,Italian,,,,,,ca. 1600,1575,1625,L. of head (including side straps) 44 3/4 in. (113.67 cm),"Frederick C. Hewitt Fund, 1912",Shafted Weapons,http://www.metmuseum.org/art/collection/search/22153,"Metropolitan Museum of Art, New York, NY"
22154,Arms and Armor,1913,Armor (<i>Gusoku</i>),Armor (&lt;i&gt;Gusoku&lt;/i&gt;),Japanese,"Munesuke, Myōchin",Japanese,1688,1735,,early 18th century,1700,1750,H. 65 1/2 in. (166.4 cm); W. 20 1/2 in. (52.1 cm); plastron; H. 26 3/4 in. (67.9 cm); W. 15 in. (38.1 cm),"Rogers Fund, 1913",Armor for Man,http://www.metmuseum.org/art/collection/search/22154,"Metropolitan Museum of Art, New York, NY"
22155,Arms and Armor,1913,Cuirass (Gomidō),Cuirass (Gomidō),Japanese,,,,,,18th century,1701,1800,,"Rogers Fund, 1913

",Armor Parts-Cuirasses,http://www.metmuseum.org/art/collection/search/22155,"Metropolitan Museum of Art, New York, NY"
22156,Arms and Armor,1913,Gorget,Gorget,Japanese,,,,,,17th century,1601,1700,H. 6 3/4 in. (17.1 cm); W. 7 1/4 in. (18.4 cm); Wt. 11.9 oz. (337 g),"Rogers Fund, 1913
",Armor Parts,http://www.metmuseum.org/art/collection/search/22156,"Metropolitan Museum of Art, New York, NY"
22157,Arms and Armor,1913,Helmet,Helmet,Japanese,,,,,,17th century,1601,1700,H. 12 3/8 in. (30.1 cm); W. 12 5/8 in. (31.1 cm); Wt. 5 lb. 3 oz. (2421 g),"Rogers Fund, 1913",Helmets,http://www.metmuseum.org/art/collection/search/22157,"Metropolitan Museum of Art, New York, NY"
22158,Arms and Armor,1913,Helmet (Suji-kabuto akoda-nari),Helmet (Suji-kabuto Akoda-nari),Japanese,,,,,,late 15th–16th century,1450,1600,H. 10 in. (25.4 cm); W. 17 1/4 in. (43.8 cm); D. 15 in. (38.1 cm); Wt. 8 lb. 4.3 oz. (3750.6 g),"Rogers Fund, 1913",Helmets,http://www.metmuseum.org/art/collection/search/22158,"Metropolitan Museum of Art, New York, NY"
22159,Arms and Armor,1913,Matchlock gun,Matchlock Gun,Japanese,,,,,,17th century,1601,1700,L. 30 1/4 in. (76.8 cm),"Rogers Fund, 1913",Firearms-Guns-Matchlock,http://www.metmuseum.org/art/collection/search/22159,"Metropolitan Museum of Art, New York, NY"
22160,Arms and Armor,1913,Crossbow with bolts (6),Crossbow with Bolts,Japanese,,,,,,17th century,1601,1700,crossbow (a): H. 7 in. (17.8 cm); L. 24 1/4 in. (61.6 cm); W. 18 1/2 in. (47 cm); Wt. 1 lb. 9.2 oz. (713 g); lid (b): H. 2 1/8 in. (5.4 cm); L. 11 5/8 in. (29.5 cm); W. 1 in. (2.5 cm); Wt. 2.6 oz. (74 g); each bolt (c–f): L. 11 1/2 in. (29.2 cm); Wt. 0.5 oz. (13 g),"Rogers Fund, 1913",Archery Equipment-Bows,http://www.metmuseum.org/art/collection/search/22160,"Metropolitan Museum of Art, New York, NY"
22161,Arms and Armor,1913,Mask,Mask,Japanese,"Muneakira, Myōchin",Japanese,1673,1745,,dated 1715,1715,1715,H. 8 1/4 in. (21 cm); W. 7 1/8 in. (18.1 cm); D. 5 7/8 in. (14.9 cm); Wt. 1 lb. 1.2 oz. (488 g),"Rogers Fund, 1913",Armor Parts-Masks,http://www.metmuseum.org/art/collection/search/22161,"Metropolitan Museum of Art, New York, NY"
22162,Arms and Armor,1913,Pair of sleeves (Kotē),Pair of Sleeves (Kotē),Japanese,,,,,,early 18th century,1701,1725,13.112.14a: H. 33 in. (83.8 cm); W. 9 1/2 in. (24.1 cm); Wt. 3 lb. 5.6 oz. (1520 g); 13.112.14b: H. 33 1/2 in. (85.1 cm); W. 9 1/2 in. (24.1 cm); Wt. 3 lb. 6.4 oz. (1541 g),"Rogers Fund, 1913

",Armor Parts-Arms & Shoulders,http://www.metmuseum.org/art/collection/search/22162,"Metropolitan Museum of Art, New York, NY"
22163,Arms and Armor,1913,Pair of sleeves (Kotē),Pair of Sleeves (Kotē),Japanese,,,,,,17th century,1601,1700,13.112.15a: H. 27 in. (68.6 cm); W. 8 1/2 in. (21.6 cm); Wt. 2 lb. 0.6 oz. (923 g); 13.112.15b: H. 27 in. (68.6 cm); W. 8 1/4 in. (21 cm); Wt. 1 lb. 14.3 oz. (860 g),"Rogers Fund, 1913
",Armor Parts-Arms & Shoulders,http://www.metmuseum.org/art/collection/search/22163,"Metropolitan Museum of Art, New York, NY"
22164,Arms and Armor,1913,Pair of sleeves (Kotē),Pair of Sleeves (Kotē),Japanese,,,,,,18th century,1701,1800,13.112.16a: H. 24 1/2 in. (62.2 cm); W. 10 7/8 in. (27.6 cm); Wt. 2 lb. 0.2 oz. (911 g); 13.112.16b: H. 25 in. (63.5 cm); W. 10 1/2 in. (26.7 cm); Wt. 2 lb. 0.3 oz. (916 g),"Rogers Fund, 1913

",Armor Parts-Arms & Shoulders,http://www.metmuseum.org/art/collection/search/22164,"Metropolitan Museum of Art, New York, NY"
22165,Arms and Armor,1913,Half mask (Menpō) and gorget,Half Mask (Menpō) and Gorget,Japanese,,,,,,early 19th century,1800,1825,H. 9 5/8 in. (24.4 cm); W. 8 in. (20.3 cm); D. 6 5/8 in. (16.8 cm); Wt. 1 lb. 13.3 oz. (831 g),"Rogers Fund, 1913",Armor Parts-Masks,http://www.metmuseum.org/art/collection/search/22165,"Metropolitan Museum of Art, New York, NY"
22166,Arms and Armor,1913,Pair of shoulder guards (Sodē),Pair of Shoulder Guards (Sodē),Japanese,,,,,,dated 1815,1815,1815,13.112.18a: H. 9 1/2 in. (24.1 cm); W. 8 in. (20.3 cm); D. 2 1/8 in. (5.4 cm); Wt. 1 lb. 6.5 oz. (638 g); 13.112.18b: H. 9 1/2 in. (24.1 cm); W. 8 in. (20.3 cm); D. 2 1/8 in. (5.4 cm); Wt. 1 lb. 3.5 oz. (552 g),"Rogers Fund, 1913
",Armor Parts-Arms & Shoulders,http://www.metmuseum.org/art/collection/search/22166,"Metropolitan Museum of Art, New York, NY"
22167,Arms and Armor,1913,Gift cover (Fukusa),Gift Cover (Fukusa),Japanese,,,,,,17th–19th century,1601,1900,W. 19 1/2 in. (49.3 cm); L. 19 3/8 in. (46.7 cm),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22167,"Metropolitan Museum of Art, New York, NY"
22168,Arms and Armor,1913,Banner (Hata),Banner (Hata),Japanese,,,,,,17th–19th century,1601,1900,W. 25 in. (63.5 cm); H. 14 3/4 in. (38 cm),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22168,"Metropolitan Museum of Art, New York, NY"
22169,Arms and Armor,1913,Banner (Hata),Banner (Hata),Japanese,,,,,,17th–19th century,1601,1900,W. 26 in. (66 cm); L. 19 1/2 (50 cm),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22169,"Metropolitan Museum of Art, New York, NY"
22170,Arms and Armor,1913,Banner (Hata),Banner (Hata),Japanese,,,,,,17th–19th century,1600,1899,L. 19 5/8 in. (49.8 cm); W. 9 3/4 in. (24.8 cm); Wt. 1.9 oz. (53 g),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22170,"Metropolitan Museum of Art, New York, NY"
22171,Arms and Armor,1913,Banner (Hata),Banner (Hata),Japanese,,,,,,17th–19th century,1601,1900,L. 26 3/4 in. (67.9 cm); W. 5 1/8 in. (13 cm); Wt. 1.3 oz. (36 g),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22171,"Metropolitan Museum of Art, New York, NY"
22172,Arms and Armor,1913,Gift cover (Fukusa),Gift Cover (Fukusa),Japanese,,,,,,17th–19th century,1601,1900,W. 21 in. (53.3 cm); H. 18 5/8 in. (47.3 cm),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22172,"Metropolitan Museum of Art, New York, NY"
22173,Arms and Armor,1913,Gift cover (Fukusa),Gift Cover (Fukusa),Japanese,,,,,,17th–19th century,1601,1900,W. 17 1/2 in. (44.5 cm); H. 17 in (43.2 cm),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22173,"Metropolitan Museum of Art, New York, NY"
22174,Arms and Armor,1913,Marriage gift cover (Fukusa),Marriage Gift Cover (Fukusa),Japanese,,,,,,17th–19th century,1601,1900,W. 21 in (53.4 cm); H. 19 1/4 in. (48.9 cm),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22174,"Metropolitan Museum of Art, New York, NY"
22175,Arms and Armor,1913,Banner (Hata),Banner (Hata),Japanese,,,,,,17th–19th century,1601,1900,W. 21 1/4 cm (51.4 cm); H. 17 5/8 in. (44.8 cm),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22175,"Metropolitan Museum of Art, New York, NY"
22176,Arms and Armor,1913,Okimono in the form of a raven,Okimono in the Form of a Raven,Japanese,"Munesuke, Myōchin",Japanese,1688,1735,,early 18th century,1700,1750,L. 18 in. (45.7 cm),"Rogers Fund, 1913",Miscellaneous,http://www.metmuseum.org/art/collection/search/22176,"Metropolitan Museum of Art, New York, NY"
22177,Arms and Armor,1913,Banner,"Banner Probably of Francesco II de' Medici, 1735",Italian,,,,,,18th century,1701,1800,82 x 103 1/2 in. (208.3 x 262.9 cm),"Rogers Fund, 1913",Banners,http://www.metmuseum.org/art/collection/search/22177,"Metropolitan Museum of Art, New York, NY"
22179,Arms and Armor,1914,Cuirass,Cuirass,Italian,,,,,,ca. 1560,1535,1585,,"Gift of William H. Riggs, 1913",Armor Parts-Cuirasses,http://www.metmuseum.org/art/collection/search/22179,"Metropolitan Museum of Art, New York, NY"
22180,Arms and Armor,1914,"Hunting knife with scabbard, knife and fork","Hunting Knife with Scabbard, Knife and Fork","blade, German; hilt and scabbard, probably Austrian",,,,,,"blade, ca. 1678; hilt and scabbard, ca. 1740",1653,1765,Hunting knife (a); L. 24 3/4 in. (62.9 cm); scabbard (b); L. 19 7/8 in. (50.5 cm); knife (c); L. 8 3/4 in. (22.2 cm); fork (d); L. 8 in. (20.3 cm),"Gift of William H. Riggs, 1913",Swords,http://www.metmuseum.org/art/collection/search/22180,"Metropolitan Museum of Art, New York, NY"
22181,Arms and Armor,1914,Gorget,Gorget,French,,,,,,ca. 1600,1575,1625,H. 7 1/2 in. (19.1 cm); W. 11 in. (27.9 cm); D. 10 1/2 in. (26.7 cm); Wt. 2 lb. 6.8 oz. (1100 g),"Gift of William H. Riggs, 1913",Armor Parts-Colletins,http://www.metmuseum.org/art/collection/search/22181,"Metropolitan Museum of Art, New York, NY"
22182,Arms and Armor,1914,Gorget,Gorget for the Bodyguard of Louis XIII,French,,,,,,ca. 1610-17,1605,1615,H. 8 5/8 in. (21.9 cm); W. 12 in. (30.5 cm); D. 10 5/8 in. (27 cm); Wt. 2 lb. 13.5 oz. (1289.9 g),"Gift of William H. Riggs, 1913",Armor Parts-Colletins,http://www.metmuseum.org/art/collection/search/22182,"Metropolitan Museum of Art, New York, NY"
22183,Arms and Armor,1914,Arm defense and left gauntlet,Arm Defense and Left Gauntlet,"possibly Italian, Savoy or Spanish",,,,,,ca. 1590,1565,1615,arm defense (a): H. 19 3/4 in. (50.2 cm); W. 11 3/4 in. (29.8 cm); D. 7 5/8 in. (19.4 cm); Wt. 4 lb. 11.3 oz. (2133 g); left gauntlet (b): H. 9 1/2 in. (24.1 cm); W. 5 1/4 in. (13.3 cm); D. 5 3/8 in. (13.7 cm); Wt. 15.8 oz. (448 g),"Gift of William H. Riggs, 1913",Armor Parts-Arms & Shoulders,http://www.metmuseum.org/art/collection/search/22183,"Metropolitan Museum of Art, New York, NY"
22184,Arms and Armor,1914,Armor,Armor of the Dukes of Alba,"Italian, Milan","Piccinino, Lucio",Italian,1550,1615,,ca. 1575–85,1550,1610,"Wt. 25 lbs. 12 oz. (11.68 kg); Helmet (a) H. 12 in. (30.5 cm); W. 8 1/2 in. (21.6 cm); D. 11 1/2 in. (29.2 cm); Wt. 5 lbs. 1 oz. (2,296.31 g); Colletin (b) H. 7 in. (17.8 cm); W. 11 7/16 in. (29.1 cm); Wt. 2 lbs. 2 oz. (963.88 g); Breastplate (c) H. 18 1/8 in. (46.0 cm); W. 15 in. (38.1 cm); D. 7 7/8 in. (19.9 cm); Wt. 5 lbs. 4 oz (2,381.36 g); Backplate (d) H. 14 5/8 in. (37.2 cm); W. 14 5/8 in. (37.2 cm); Wt. 3 lbs. 3 oz. (1,445.83 g); Pauldron right (e) H. 10 1/2 in. (26.7 cm); W. 11 5/8 in. (29.5 cm); Wt. 2 lbs. 9 oz. (1,162.33 g); Pauldron left (f) H. 10 3/8 in. (26.4 cm); W. 11 in.  (27.9 cm); Wt. 2 lbs. 12 oz. (1,247.38 g); Arm Defense right (g) L. 18 1/2 in. (46.9 cm); Wt. 2 lbs. 7 oz. (1,105.63 g); Arm Defense left (h) L. 18 1/4 in. (46.4 cm); Wt. 2 lbs. 6 oz. (1,077.28 g)","Gift of William H. Riggs, 1913",Armor for Man-1/2 Armor,http://www.metmuseum.org/art/collection/search/22184,"Metropolitan Museum of Art, New York, NY"
22185,Arms and Armor,1914,Armor,Armor,"Italian, probably Milan",,,,,,ca. 1570 and later,1545,1900,Wt. approx. 37 lb. (16.78 kg),"Gift of William H. Riggs, 1913",Armor for Man,http://www.metmuseum.org/art/collection/search/22185,"Metropolitan Museum of Art, New York, NY"
22186,Arms and Armor,1914,Composed half armor for a youth,Composed Half Armor for a Youth,"German; cuirass, Italian",,,,,,ca. 1525 and later,1500,1900,Wt. 13 lb. 8 oz. (6123.5 g); Wt. of helmet 2 lb. 6 oz. (1077.3 g),"Gift of William H. Riggs, 1913",Armor for Child,http://www.metmuseum.org/art/collection/search/22186,"Metropolitan Museum of Art, New York, NY"
22187,Arms and Armor,1914,Pair of armpit defenses (Besagews),Pair of Armpit Defenses (Besagews),German or Austrian,,,,,,ca. 1550–75,1525,1600,Diam. (k) 5 9/16 in. (14.1 cm); Diam. (l) 5 13/16 in. (14.8 cm); Wt. (k) 5 oz. (141.7 g); Wt. (l) 6 oz. (170.1 g),"Gift of William H. Riggs, 1913",Armor Parts-Rondels,http://www.metmuseum.org/art/collection/search/22187,"Metropolitan Museum of Art, New York, NY"
22188,Arms and Armor,1914,Partisan,Partisan of Johann Georg II of Saxony (reigned 1656–80),German,,,,,,ca. 1660,1635,1685,"L. 99 3/32 in. (251.69 cm); L. of head (excluding straps) 23 1/2 in. (59.69 cm); W. 6 15/16 in. (17.6 cm); Wt. 5 lb. 2 oz. (2325 g)
","Gift of William H. Riggs, 1913",Shafted Weapons,http://www.metmuseum.org/art/collection/search/22188,"Metropolitan Museum of Art, New York, NY"
