last_name,first_name,birth,death,function,languages,raw_entry,author_id
Stearns,John Newton,1829,1895,author,en,"Stearns, J. N. (John Newton), 1829-1895",27271
Ginestou,Joseph,,,author,fr,"Ginestou, Joseph",27272
Fenn,Amor,,,author,en,"Fenn, Amor",27273
Odhner,Einar,1884,1973,author,sv,"Odhner, Einar, 1884-1973",27274
Ilgen,William Lewis,1862,,author,en,"Ilgen, William L. (William Lewis), 1862-",27275
Moore,Charles Frederick,1875,,editor,en,"Moore, Charles Frederick, 1875- [Editor]",27276
Hughes,Terence McMahon,1812,1849,author,en,"Hughes, T. M. (Terence McMahon), 1812-1849",27277
Schäfer,Wilhelm,1868,1952,author,de,"Schäfer, Wilhelm, 1868-1952",27278
Bontekoe,Willem Ysbrantsz.,1587,1647,author,nl,"Bontekoe, Willem Ysbrantsz., 1587-1647?",27279
Hoogewerff,Godefridus Joannes,1884,,editor,nl,"Hoogewerff, G. J. (Godefridus Joannes), 1884- [Editor]",27280
Longe,Francis Davy,1831,1905,author,en,"Longe, Francis Davy, 1831-1905",27281
Coen,Mildred M.,,,author,en,"Coen, Mildred M.",27282
Chapin,Henry,1893,1983,"author of introduction, etc.",en,"Chapin, Henry, 1893-1983 [Author of introduction, etc.]",27283
Waller,William Chapman,1850,1917,author,en,"Waller, William Chapman, 1850-1917",27284
Power,"William Henry, Sir",1842,1916,author,en,"Power, William Henry, Sir, 1842-1916",27285
Street,Thomas,,,author,en,"Street, Thomas",27286
Parker,W.,,,author,en,"Parker, W.",27287
Nobbs,Moses James,1817,,author,en,"Nobbs, Moses James, 1817-",27288
Young,Amelia,,,author,en,"Young, Amelia",27289
Baker,Benson,,,author,en,"Baker, Benson",27290
Friberg,Maikki,1861,1927,translator,fi,"Friberg, Maikki, 1861-1927 [Translator]",27291
Noe,A. H.,,,author,en,"Noe, A. H.",27292
Congreve,Henry,1797,1852,author,en,"Congreve, Henry, 1797-1852",27293
Foster,Robert Frederick,1853,1945,author,en,"Foster, R. F. (Robert Frederick), 1853-1945",27294
Washington,Amanda Alcenia Strickland,1846,,author,en,"Washington, Amanda Alcenia Strickland, 1846-",27295
Watson,Richard,1781,1833,author,en,"Watson, Richard, 1781-1833",27296
Bangs,Nathan,1778,1862,editor,en,"Bangs, Nathan, 1778-1862 [Editor]",27297
Stewart,Robert W.,,,illustrator,en,"Stewart, Robert W. [Illustrator]",27298
Hacobian,Avetoon Pesak,,,author,en,"Hacobian, A. P. (Avetoon Pesak), -1962",27299
Taylor,Henry,,,author,en,"Taylor, Henry",27300
Feilde,Matthew,,,author,en,"Feilde, Matthew",27301
Cory,Harry Thomas,1870,1955,author,en,"Cory, H. T. (Harry Thomas), 1870-1955",27302
Irish,Marie,,,author,en,"Irish, Marie",27303
Nauman,Mary Dummett,1839,1920,author,en,"Nauman, Mary D. (Mary Dummett), 1839-1920",27304
Guernsey,Clara Florida,1836,1893,author,en,"Guernsey, Clara F. (Clara Florida), 1836-1893",27305
Manington,George,,,author,en,"Manington, George",27306
Sarl,Arthur J.,,,editor,en,"Sarl, Arthur J. [Editor]",27307
Slater,William B.,,,editor,en,"Slater, William B. [Editor]",27308
Henry Carey Baird & Co.,,,,author,en,Henry Carey Baird & Co.,27309
Baker,James Loring,1813,1886,author,en,"Baker, James L. (James Loring), 1813-1886",27310
Wylde,Katharine,1854,1941,translator,en,"Wylde, Katharine, 1854-1941 [Translator]",27311
Haapanen,Toimi,,,translator,fi,"Haapanen, Toimi [Translator]",27312
Foote,Henry C.,,,author,en,"Foote, Henry C.",27313
Browne,Mary,1807,1833,author,en,"Browne, Mary, 1807-1833",27314
Browne,Euphemia Stewart,,,"author of introduction, etc.",en,"Browne, Euphemia Stewart [Author of introduction, etc.]",27315
Shore,Henry N.,1847,1926,editor,en,"Shore, Henry N., 1847-1926 [Editor]",27316
Gardner,Alice,1854,1927,author,en,"Gardner, Alice, 1854-1927",27317
D. Van Nostrand Company,,,,author,en,D. Van Nostrand Company,27318
Hippel,Theodor Gottlieb von,1741,1796,author,de,"Hippel, Theodor Gottlieb von, 1741-1796",27319
Davies,Jonathan Ceredig,1859,1932,author,en,"Davies, Jonathan Ceredig, 1859-1932",27320
Amherst,Alice,1854,1933,"author of introduction, etc.",en,"Amherst, Alice, 1854-1933 [Author of introduction, etc.]",27321
Sichel,Walter,1855,1933,author,en,"Sichel, Walter, 1855-1933",27322
Steegmann,Mary G.,,,translator,en,"Steegmann, Mary G. [Translator]",27323
Sykes,D. F. E.,1856,1920,author,en,"Sykes, D. F. E., 1856-1920",27324
Airanne,Aukusti,,,translator,fi,"Airanne, Aukusti [Translator]",27325
Phillips,Morris,1834,1904,author,en,"Phillips, Morris, 1834-1904",27326
Bredt,Ernst Wilhelm,1869,1938,author,de,"Bredt, Ernst Wilhelm, 1869-1938",27327
Hoogewerff,G. C.,1857,,author,nl,"Hoogewerff, G. C., 1857-",27328
Schwencke,J. J.,,,translator,nl,"Schwencke, J. J. [Translator]",27329
Noel,François,1755,1841,editor,la,"Noel, François, 1755-1841 [Editor]",27330
Werner,Bartholomäus von,1842,1924,author,de,"Werner, Bartholomäus von, 1842-1924",27331
Arniches y Barrera,Carlos,1866,1943,author,es,"Arniches y Barrera, Carlos, 1866-1943",27332
Chandler,Joseph Ripley,1792,1880,editor,en,"Chandler, Joseph R. (Joseph Ripley), 1792-1880 [Editor]",27333
Taylor,Bayard,1825,1878,editor,en,"Taylor, Bayard, 1825-1878 [Editor]",27334
Lemercier,Népomucène-Louis,1771,1840,author,fr,"Lemercier, Népomucène-Louis, 1771-1840",27335
Lewer,Henry William,,,editor,en,"Lewer, Henry William [Editor]",27336
Coxe,Arthur Cleveland,1818,1896,author,en,"Coxe, A. Cleveland (Arthur Cleveland), 1818-1896",27337
Kianto,Ilmari,1874,1970,author,fi,"Kianto, Ilmari, 1874-1970",27338
Wood,Evelyn,1838,1919,"author of introduction, etc.",en,"Wood, Evelyn, 1838-1919 [Author of introduction, etc.]",27339
Noyes,Ella,1863,1949,author,en,"Noyes, Ella, 1863-1949",27340
Noyes,Dora,1864,1960,illustrator,en,"Noyes, Dora, 1864-1960 [Illustrator]",27341
Zimmermann,Robert,1824,1898,author,de,"Zimmermann, Robert, 1824-1898",27342
Saul,Jack,1857,1904,author,en,"Saul, Jack, 1857-1904",27343
Las Cases,"Emmanuel-Auguste-Dieudonné, comte de",1766,1842,author,en,"Las Cases, Emmanuel-Auguste-Dieudonné, comte de, 1766-1842",27344
Adlercreutz,Gustav Magnus,1775,1845,author,sv,"Adlercreutz, Gustav Magnus, 1775-1845",27345
Holm,Carl Johan,1781,1867,author,sv,"Holm, Carl Johan, 1781-1867",27346
Vamba,,1860,1920,author,de,"Vamba, 1860-1920",27347
Elleder,Karl,1860,1941,illustrator,de,"Elleder, Karl, 1860-1941 [Illustrator]",27348
Koch,Luise von,,,translator,de,"Koch, Luise von [Translator]",27349
Tuttle,Thomas Dyer,1869,,author,en,"Tuttle, Thomas Dyer, 1869-",27350
Garo,Armen,1872,1923,author,en,"Garo, Armen, 1872-1923",27351
Nasmyth,George William,1882,1920,"author of introduction, etc.",en,"Nasmyth, George William, 1882-1920 [Author of introduction, etc.]",27352
Torossian,Aram,1884,1941,translator,en,"Torossian, Aram, 1884-1941 [Translator]",27353
Siitonen,Konstantin,1851,1925,translator,fi,"Siitonen, Konstantin, 1851-1925 [Translator]",27354
Laynard,Boyd,,,author,no,"Laynard, Boyd",27355
Alfred A. Knopf,Inc.,,,author,en,"Alfred A. Knopf, Inc.",27356
Cather,Willa,1873,1947,contributor,en,"Cather, Willa, 1873-1947 [Contributor]",27357
Dell,Floyd,1887,1969,contributor,en,"Dell, Floyd, 1887-1969 [Contributor]",27358
Eliot,Thomas Stearns,1888,1965,contributor,en,"Eliot, T. S. (Thomas Stearns), 1888-1965 [Contributor]",27359
Mencken,Henry Louis,1880,1956,contributor,en,"Mencken, H. L. (Henry Louis), 1880-1956 [Contributor]",27360
Pound,Ezra,1885,1972,contributor,en,"Pound, Ezra, 1885-1972 [Contributor]",27361
Van Vechten,Carl,1880,1964,contributor,en,"Van Vechten, Carl, 1880-1964 [Contributor]",27362
Karila,Lauri,,,translator,fi,"Karila, Lauri [Translator]",27363
Taylor,Thomas,1858,1938,author,en,"Taylor, Thomas, 1858-1938",27364
Stone,Seymour M.,1877,1957,illustrator,en,"Stone, Seymour M., 1877-1957 [Illustrator]",27365
Bates,Katharine Lee,1859,1929,contributor,en,"Bates, Katharine Lee, 1859-1929 [Contributor]",27366
Boyce,Neith,1872,1951,contributor,en,"Boyce, Neith, 1872-1951 [Contributor]",27367
Channing,Grace Ellery,1862,1937,contributor,en,"Channing, Grace Ellery, 1862-1937 [Contributor]",27368
Cummings,Edward,1861,1926,contributor,en,"Cummings, Edward, 1861-1926 [Contributor]",27369
Holloway,"William, Jr.",,,contributor,en,"Holloway, William, Jr. [Contributor]",27370
Lefevre,Edwin,1871,1943,contributor,en,"Lefevre, Edwin, 1871-1943 [Contributor]",27371
Leland,Anthony,,,contributor,en,"Leland, Anthony [Contributor]",27372
Pool,Maria Louise,1841,1898,contributor,en,"Pool, Maria Louise, 1841-1898 [Contributor]",27373
Ross,Clinton,1861,1920,contributor,en,"Ross, Clinton, 1861-1920 [Contributor]",27374
Williams,Anna Vernon Dorsey,,,contributor,en,"Williams, Anna Vernon Dorsey [Contributor]",27375
Leti,Gregorio,1630,1701,author,en,"Leti, Gregorio, 1630-1701",27376
Aglionby,"William, -1705",,,translator,en,"Aglionby, William, -1705 [Translator]",27377
Battershall,Jesse Park,1851,1891,author,en,"Battershall, Jesse P. (Jesse Park), 1851-1891",27378
Greening & Co. Ltd.,,,,author,en,Greening & Co. Ltd.,27379
Peterson,Purl Dewey,1900,1967,author,en,"Peterson, P. D. (Purl Dewey), 1900-1967",27380
Loban,Joy Maxwell,1887,,author,en,"Loban, Joy Maxwell, 1887-",27381
General Electric Company,,,,author,en,General Electric Company,27382
Hubback,Catherine-Anne Austen,1818,1877,author,en,"Hubback, Mrs. (Catherine-Anne Austen), 1818-1877",27383
Gross,Samuel Eberly,1843,1913,author,en,"Gross, Samuel Eberly, 1843-1913",27384
Broedelet,Joh. W.,1877,1946,author,nl,"Broedelet, Joh. W., 1877-1946",27385
Delacroix,Eugène,1798,1863,author,fr,"Delacroix, Eugène, 1798-1863",27386
Flat,Paul,1865,1918,editor,fr,"Flat, Paul, 1865-1918 [Editor]",27387
Piot,René,1866,1934,editor,fr,"Piot, René, 1866-1934 [Editor]",27388
Mitra,Dinabandhu,1829,1874,author,en,"Mitra, Dinabandhu, 1829-1874",27389
Dutt,Michael Madhusudan,1824,1873,translator,en,"Dutt, Michael Madhusudan, 1824-1873 [Translator]",27390
Walker,George Henry,,,author,en,"Walker, George Henry",27391
McNeely,Marian Hurd,1877,1930,author,en,"McNeely, Marian Hurd, 1877-1930",27392
Wilson,Jean Bingham,,,author,en,"Wilson, Jean Bingham",27393
Choisy,abbé de,1644,1724,author,fr,"Choisy, abbé de, 1644-1724",27394
Montifaud,Marc de,1850,,editor,fr,"Montifaud, Marc de, 1850- [Editor]",27395
Hanriot,Jules,1853,1930,illustrator,fr,"Hanriot, J. (Jules), 1853-1930 [Illustrator]",27396
Boyajian,Zabelle C.,1873,1957,compiler,en,"Boyajian, Zabelle C., 1873-1957 [Compiler]",27397
Raffi,Aram,,,contributor,en,"Raffi, Aram [Contributor]",27398
Johnson,Grace,,,author,en,"Johnson, Grace",27399
Bourne,Edward Gaylord,1860,1908,contributor,en,"Bourne, Edward Gaylord, 1860-1908 [Contributor]",27400
Perley,M. V. B.,,,author,en,"Perley, M. V. B.",27401
Cavendish,George,1500,1561,author,en,"Cavendish, George, 1500-1561?",27402
Wyatt,George,1554,1624,contributor,en,"Wyatt, George, 1554-1624 [Contributor]",27403
Singer,Samuel Weller,1783,1858,editor,en,"Singer, Samuel Weller, 1783-1858 [Editor]",27404
Ahma,Ilmari,1884,1933,translator,fi,"Ahma, Ilmari, 1884-1933 [Translator]",27405
Henry,May,,,author,en,"Henry, May",27406
Cohen,Edith B.,,,author,en,"Cohen, Edith B.",27407
King,Clarence,1842,1901,author,en,"King, Clarence, 1842-1901",27408
Gallaher,James Ernst,1858,,author,en,"Gallaher, J. E. (James Ernst), 1858-",27409
Barker,"Sale, Mrs.",1841,1892,author,en,"Barker, Sale, Mrs., 1841-1892",27410
Bridgman,Elijah Coleman,1801,1861,author,en,"Bridgman, E. C. (Elijah Coleman), 1801-1861",27411
Bowe,John,1869,1954,author,en,"Bowe, John, 1869-1954",27412
La Garde-Chambonas,"Auguste Louis Charles, Comte de",1783,1853,author,en,"La Garde-Chambonas, Auguste Louis Charles, Comte de, 1783-1853?",27413
Fleury,"Maurice, comte",1856,1921,editor,en,"Fleury, Maurice, comte, 1856-1921 [Editor]",27414
W.B. Saunders Company,,,,author,en,W.B. Saunders Company,27415
Quiroga,Adán,1863,1904,author,es,"Quiroga, Adán, 1863-1904",27416
Lafone Quevedo,Samuel Alexander,1835,1920,"author of introduction, etc.",es,"Lafone Quevedo, Samuel A. (Samuel Alexander), 1835-1920 [Author of introduction, etc.]",27417
Johnston,Isaac N.,,,author,en,"Johnston, I. N. (Isaac N.)",27418
Caliari,Pietro,,,author,it,"Caliari, Pietro",27419
Ninck,Johannes,1863,1939,author,de,"Ninck, Johannes, 1863-1939",27420
Richter,Ludwig,1803,1884,illustrator,de,"Richter, Ludwig, 1803-1884 [Illustrator]",27421
Thatcher,Benjamin Bussey,1809,1840,author,en,"Thatcher, B. B. (Benjamin Bussey), 1809-1840",27422
Shelton,F. H.,,,author,en,"Shelton, F. H.",27423
Browne,Kathryn Eleanor,1895,,author,en,"Browne, Kathryn Eleanor, 1895-",27424
Hildebrand,Hans,1842,1913,author,sv,"Hildebrand, Hans, 1842-1913",27425
Eyre-Todd,George,1862,1937,author,en,"Eyre-Todd, George, 1862-1937",27426
Reid,S.,,,illustrator,en,"Reid, S. [Illustrator]",27427
Mann,Harrington,1864,1937,illustrator,en,"Mann, Harrington, 1864-1937 [Illustrator]",27428
Monro,A.,,,illustrator,en,"Monro, A. [Illustrator]",27429
Beatty,Kenneth James,1878,1966,author,en,"Beatty, Kenneth James, 1878-1966",27430
Griffith,William Brandford,1858,1939,"author of introduction, etc.",en,"Griffith, W. Brandford (William Brandford), Sir, 1858-1939 [Author of introduction, etc.]",27431
Chappell,Edward,1792,1861,author,en,"Chappell, Edward, 1792-1861",27432
Routledge,Thomas,1819,1887,author,en,"Routledge, Thomas, 1819-1887",27433
Robinson,Louise B.,,,author,en,"Robinson, Louise B.",27434
Dickens,Mary Angela,1862,1948,author,en,"Dickens, Mary Angela, 1862-1948",27435
Perdue,Hannah Avis,1858,,author,en,"Perdue, H. Avis (Hannah Avis), 1858-",27436
Sime,William,,,author,en,"Sime, William",27437
Shaw,Flora Louisa,1852,1929,author,en,"Shaw, Flora L. (Flora Louisa), 1852-1929",27438
Livermore,Mary Ashton,1820,1905,"author of introduction, etc.",en,"Livermore, Mary A. (Mary Ashton), 1820-1905 [Author of introduction, etc.]",27439
Whitney,H.,,,illustrator,en,"Whitney, H. [Illustrator]",27440
Whitney,I.,,,illustrator,en,"Whitney, I. [Illustrator]",27441
Elberts,Gerardina Wilhelmina,1868,1945,translator,nl,"Elberts, G. W. (Gerardina Wilhelmina), 1868-1945 [Translator]",27442
Potapenko,Ignatii Nicholaevich,1856,1929,author,fi,"Potapenko, I. N. (Ignatii Nicholaevich), 1856-1929",27443
Karhinen,Hanna,,,translator,fi,"Karhinen, Hanna [Translator]",27444
Deich,Lev Grigor'evich,1855,1941,author,en,"Deich, L. G. (Lev Grigor'evich), 1855-1941",27445
Chisholm,Helen,,,translator,en,"Chisholm, Helen [Translator]",27446
Ogden,Henry Alexander,1856,1936,illustrator,en,"Ogden, Henry Alexander, 1856-1936 [Illustrator]",27447
Hewby,John Petch,1835,1896,author,en,"Hewby, John Petch, 1835-1896",27448
Chadwick,French Ensor,1844,1919,author,en,"Chadwick, French Ensor, 1844-1919",27449
Gould,John H.,,,author,en,"Gould, John H.",27450
Hunt,Ridgely,1870,,author,en,"Hunt, Ridgely, 1870-",27451
Rideing,William Henry,1853,1918,author,en,"Rideing, William H. (William Henry), 1853-1918",27452
Seaton,Albert Edward,1848,1930,author,en,"Seaton, A. E. (Albert Edward), 1848-1930",27453
Nielsen,Zakarias,1844,1922,author,fi,"Nielsen, Zakarias, 1844-1922",27454
Wise,John Richard,1831,1890,author,en,"Wise, John R. (John Richard), 1831-1890",27455
Linton,William James,1812,1897,engraver,en,"Linton, W. J. (William James), 1812-1897 [Engraver]",27456
McGraw-Hill Publishing Company,,,,author,en,McGraw-Hill Publishing Company,27457
Ellwanger,George Herman,1848,1906,compiler,en,"Ellwanger, George H. (George Herman), 1848-1906 [Compiler]",27458
Sampson,Henry,1841,1891,author,en,"Sampson, Henry, 1841-1891",27459
Rolfe,William James,1827,1910,author,en,"Rolfe, W. J. (William James), 1827-1910",27460
Leiter,Mary Theresa,,,author,en,"Leiter, Mary Theresa",27461
Fry,Roger,1866,1934,author,en,"Fry, Roger, 1866-1934",27462
Rieck-Müller,Maria,1863,1955,author,sv,"Rieck-Müller, Maria, 1863-1955",27463
Salonen,A. J.,,,translator,fi,"Salonen, A. J. [Translator]",27464
Veale,E.,,,author,en,"Veale, E.",27465
Shakespear,John,1861,1942,author,en,"Shakespear, John, 1861-1942",27466
Featherstonhaugh,George William,1780,1866,translator,en,"Featherstonhaugh, George William, 1780-1866 [Translator]",27467
Morton,Thomas,1575,1646,author,en,"Morton, Thomas, 1575-1646",27468
Adams,Charles Francis,1835,1915,editor,en,"Adams, Charles Francis, 1835-1915 [Editor]",27469
Roget,François Frédéric,1859,,author,en,"Roget, F. F. (François Frédéric), 1859-",27470
Carter,Frederick,1885,1967,author,en,"Carter, Frederick, 1885?-1967",27471
Landi,Ortensio,1512,1553,author,it,"Landi, Ortensio, 1512?-1553?",27472
Baird,Spencer Fullerton,1823,1887,author,en,"Baird, Spencer Fullerton, 1823-1887",27473
Brewer,Thomas Mayo,1814,1880,author,en,"Brewer, T. M. (Thomas Mayo), 1814-1880",27474
Ridgway,Robert,1850,1929,author,en,"Ridgway, Robert, 1850-1929",27475
Tiedge,Christoph August,1752,1841,author,de,"Tiedge, Christoph August, 1752-1841",27476
Potter,Alonzo,1800,1865,"author of introduction, etc.",en,"Potter, Alonzo, 1800-1865 [Author of introduction, etc.]",27477
Webster,Benjamin,1797,1882,author,en,"Webster, Benjamin, 1797-1882",27478
Simons-Mees,J. A.,,,translator,nl,"Simons-Mees, J. A. [Translator]",27479
Wells,Spencer,1818,1897,"author of introduction, etc.",en,"Wells, Spencer, 1818-1897 [Author of introduction, etc.]",27480
Bruce,James,1730,1794,author,en,"Bruce, James, 1730-1794",27481
Tuetey,Alexandre,1842,1918,editor,fr,"Tuetey, Alexandre, 1842-1918 [Editor]",27482
Fabulet,Louis,1862,1933,translator,fr,"Fabulet, Louis, 1862-1933 [Translator]",27483
Humières,Robert d',1868,1915,translator,fr,"Humières, Robert d', 1868-1915 [Translator]",27484
Bergs,Arveds,1875,1942,author,en,"Bergs, Arveds, 1875-1942",27485
Goulburn,Edward Meyrick,1818,1897,author,en,"Goulburn, Edward Meyrick, 1818-1897",27486
Posselt,Emanuel Anthony,1858,1921,author,en,"Posselt, E. A. (Emanuel Anthony), 1858-1921",27487
Bullen,Arthur Henry,1857,1920,"author of introduction, etc.",en,"Bullen, A. H. (Arthur Henry), 1857-1920 [Author of introduction, etc.]",27488
Lewis,George Griffin,1865,1946,author,en,"Lewis, G. Griffin (George Griffin), 1865-1946",27489
Keesey,Walter M.,1887,1970,author,en,"Keesey, Walter M., 1887-1970",27490
Oertel,Hugo,,,author,de,"Oertel, Hugo",27491
Delacroix,Eugène,1798,1863,illustrator,fr,"Delacroix, Eugène, 1798-1863 [Illustrator]",27492
Stapfer,Philipp Albert,1766,1840,translator,fr,"Stapfer, Philipp Albert, 1766-1840 [Translator]",27493
Roussel,R. T.,,,illustrator,en,"Roussel, R. T. [Illustrator]",27494
Wurtele,Arthur S. C.,1826,1886,author,en,"Wurtele, Arthur S. C., 1826-1886",27495
Travers,Graham,1859,1918,author,en,"Travers, Graham, 1859-1918",27496
Koogle,J. D.,,,author,en,"Koogle, J. D.",27497
Giberne,Agnes,1845,1939,author,en,"Giberne, Agnes, 1845-1939",27498
Willis,Robert,1799,1878,author,en,"Willis, Robert, 1799-1878",27499
Boeke,Jan,1874,1956,author,nl,"Boeke, Jan, 1874-1956",27500
Bryan,Benjamin,1840,,editor,en,"Bryan, Benjamin, 1840- [Editor]",27501
Ritson,Joseph,1752,1803,author,en,"Ritson, Joseph, 1752-1803",27502
Frank,Joseph,1774,,editor,en,"Frank, Joseph, 1774?- [Editor]",27503
Hornblow,Arthur,1865,1942,translator,en,"Hornblow, Arthur, 1865-1942 [Translator]",27504
Ossiannilsson,Karl Gustav,1875,1970,author,sv,"Ossiannilsson, K. G. (Karl Gustav), 1875-1970",27505
Conant,Franklin Story,1870,1897,author,en,"Conant, Franklin Story, 1870-1897",27506
Cleveland,Henry Burdett,1877,,author,en,"Cleveland, H. Burdett (Henry Burdett), 1877-",27507
Maxwell,David,,,author,en,"Maxwell, David",27508
Mullois,"Isidore, -1870",,,author,en,"Mullois, Isidore, -1870",27509
Badger,George Percy,1815,1888,translator,en,"Badger, George Percy, 1815-1888 [Translator]",27510
Landsberger,Artur,1876,1933,editor,de,"Landsberger, Artur, 1876-1933 [Editor]",27511
Warner,Henry James,,,author,en,"Warner, Henry James",27512
Swem,Earl Gregg,1870,1965,author,en,"Swem, E. G. (Earl Gregg), 1870-1965",27513
Jennings,John Melville,1918,,author,en,"Jennings, John M. (John Melville), 1918-",27514
Brontë,Charlotte,1816,1855,adapter,en,"Brontë, Charlotte, 1816-1855 [Adapter]",27515
Vernon,John Richard,1833,1902,author,en,"Vernon, John Richard, 1833-1902",27516
Buek,Otto,1873,1966,translator,de,"Buek, Otto, 1873-1966 [Translator]",27517
Spiro,Mario,1883,1960,translator,de,"Spiro, Mario, 1883-1960 [Translator]",27518
Judge,William Quan,1851,1896,author,en,"Judge, William Quan, 1851-1896",27519
Maskell,William,1814,1890,other,en,"Maskell, William, 1814?-1890 [Other]",27520
MacLeod,Elizabeth Susan,1842,1939,author,en,"MacLeod, E. S. (Elizabeth Susan), 1842-1939",27521
Berger,Edward William,1869,1944,author,en,"Berger, E. W. (Edward William), 1869-1944",27522
Conant,Franklin Story,1870,1897,contributor,en,"Conant, Franklin Story, 1870-1897 [Contributor]",27523
Council of the Twelve Apostles (Church of Jesus Christ of Latter-day Saints),,,,author,en,Council of the Twelve Apostles (Church of Jesus Christ of Latter-day Saints),27524
Woodruff,Wilford,1807,1898,other,en,"Woodruff, Wilford, 1807-1898 [Other]",27525
Houston,Mary Galway,1871,,author,en,"Houston, Mary G. (Mary Galway), 1871-",27526
Hornblower,Florence S.,,,author,en,"Hornblower, Florence S.",27527
Payró,Roberto Jorge,1867,1928,translator,es,"Payró, Roberto Jorge, 1867-1928 [Translator]",27528
Widtsoe,Osborne J. P.,1877,1920,author,en,"Widtsoe, Osborne J. P., 1877-1920",27529
Biddulph,Thomas Tregenna,1763,1838,author,en,"Biddulph, Thomas Tregenna, 1763-1838",27530
Bennett,Ernest Nathaniel,1865,1947,translator,en,"Bennett, Ernest Nathaniel, 1865-1947 [Translator]",27531
Pratt,Orson,1811,1881,contributor,en,"Pratt, Orson, 1811-1881 [Contributor]",27532
Roberts,Brigham Henry,1857,1933,contributor,en,"Roberts, B. H. (Brigham Henry), 1857-1933 [Contributor]",27533
Smith,Joseph Fielding,1876,1972,contributor,en,"Smith, Joseph Fielding, 1876-1972 [Contributor]",27534
Marks,Bernhard,1832,1913,author,en,"Marks, Bernhard, 1832-1913",27535
Cuneo,Gian Battista,1809,1875,author,it,"Cuneo, Gian Battista, 1809-1875",27536
Riddle,Carl Brown,,,author,en,"Riddle, Carl Brown",27537
Villinger,Hermine,1849,1917,author,de,"Villinger, Hermine, 1849-1917",27538
Holland,J. A.,,,author,fr,"Holland, J. A.",27539
McKay,David Oman,1873,1970,author,en,"McKay, David O. (David Oman), 1873-1970",27540
Herbert,Aubrey,1880,1923,author,en,"Herbert, Aubrey, 1880-1923",27541
Pike,Joseph,1883,1956,author,en,"Pike, Joseph, 1883-1956",27542
Andrews,Douglas Sharpus,1885,1944,author,en,"Andrews, D. S. (Douglas Sharpus), 1885-1944",27543
Bertram,Robert J. S.,1871,1953,author,en,"Bertram, Robert J. S., 1871-1953",27544
Woollard,Dorothy,1886,1986,author,en,"Woollard, Dorothy, 1886-1986",27545
Brown,Samuel John Milton,1873,1965,author,en,"Brown, Samuel J. M. (Samuel John Milton), 1873-1965",27546
Hornby,Lester George,1882,1956,author,en,"Hornby, Lester G. (Lester George), 1882-1956",27547
Cole,Elsie Vera,1885,1967,author,en,"Cole, E. V. (Elsie Vera), 1885-1967",27548
Béjot,Eugène,1867,1931,author,en,"Béjot, Eugène, 1867-1931",27549
Austin,Robert,1895,1973,author,en,"Austin, Robert, 1895-1973",27550
Sharpley,Reginald,,,author,en,"Sharpley, R. (Reginald)",27551
McBride,James,1788,1859,author,en,"McBride, James, 1788-1859",27552
Symmes,John Cleves,1780,1829,author,en,"Symmes, John Cleves, 1780-1829",27553
Grogan,Mercy,,,author,en,"Grogan, Mercy",27554
Brown,James Stephens,1828,1902,author,en,"Brown, James S. (James Stephens), 1828-1902",27555
Taplin,William,1740,1807,author,en,"Taplin, William, 1740?-1807",27556
Plunket,Ierne Lifford,1885,1970,author,en,"Plunket, Ierne L. (Ierne Lifford), 1885-1970",27557
Tullidge,Edward William,1829,1894,author,en,"Tullidge, Edward W. (Edward William), 1829-1894",27558
Stevenson,Edward,1820,1897,author,en,"Stevenson, Edward, 1820-1897",27559
Richardson,Architect,,,author,en,"Richardson, T. A. (Architect)",27560
Garve,Christian,1742,1798,author,de,"Garve, Christian, 1742-1798",27561
Ryley,M. Beresford,,,author,en,"Ryley, M. Beresford",27562
Rennie,"John, Sir",1794,1874,author,en,"Rennie, John, Sir, 1794-1874",27563
Tucic,Srdan,1873,1940,author,en,"Tucic, Srdan, 1873-1940",27564
Copeland,Fanny S.,1872,1970,translator,en,"Copeland, Fanny S., 1872-1970 [Translator]",27565
French,George,1853,1935,author,en,"French, George, 1853-1935",27566
Crim,"Matt, Miss",,,author,en,"Crim, Matt, Miss",27567
Poggi,Tito,,,author,it,"Poggi, Tito",27568
Clauren,Heinrich,1771,1854,author,de,"Clauren, H. (Heinrich), 1771-1854",27569
Nisbet,John,1868,1951,author,en,"Nisbet, John, 1868-1951",27570
Vasenius,Valfrid,1848,1928,author,fi,"Vasenius, Valfrid, 1848-1928",27571
Winter,Wilhelm,,,author,de,"Winter, Wilhelm",27572
Wainio,Niilo E.,1860,1931,author,fi,"Wainio, Niilo E., 1860-1931",27573
Rothman,David H.,,,author,en,"Rothman, David H.",27574
Hofstetter,W. A.,,,illustrator,en,"Hofstetter, W. A. [Illustrator]",27575
Munro,Bruce Weston,1860,,author,en,"Munro, Bruce Weston, 1860-",27576
Castillo Solórzano,Alonso de,1584,1648,author,de,"Castillo Solórzano, Alonso de, 1584-1648?",27577
Tussaud,John Theodore,1858,1943,author,en,"Tussaud, John Theodore, 1858-1943",27578
Brewster,Eugene Valentine,1869,1939,author,en,"Brewster, Eugene V. (Eugene Valentine), 1869-1939",27579
Yoxall,James Henry,1857,1925,author,en,"Yoxall, J. H. (James Henry), Sir, 1857-1925",27580
Clarke,Thomas Curtis,1827,1901,author,en,"Clarke, Thomas Curtis, 1827-1901",27581
