Text#,Title,Language,Authors,Subjects,Bookshelves
14785,Down the Chimney,en,"Knapp, Shepherd, 1873-1946",Christmas plays; Children's plays,Christmas; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Other
14786,Up the Chimney,en,"Knapp, Shepherd, 1873-1946",Christmas plays; Children's plays,Christmas; Browsing: Children & Young Adult Reading
14787,"Punch, Or The London Charivari, Volume 102, July 2, 1892",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14788,La nuit de Noël dans tous les pays,fr,"Chabot, Alphonse, 1841-1921?",Christmas,FR Peuples et Sociétés; Christmas; Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
14789,"Aventures de Monsieur Pickwick, Vol. II",fr,"Dickens, Charles, 1812-1870; Grolier, Pierre [Translator]",England -- Social life and customs -- 19th century -- Fiction; Humorous stories; England -- Fiction; Men -- Societies and clubs -- Fiction; Male friendship -- Fiction,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction
14790,Contes du jour et de la nuit,fr,"Maupassant, Guy de, 1850-1893","Short stories, French; French fiction -- 19th century",FR Nouvelles; Browsing: Literature; Browsing: Fiction
14791,Mémoires pour servir à l'Histoire de mon temps (Tome 1),fr,"Guizot, François, 1787-1874","France -- Politics and government -- 1814-1830; France -- Politics and government -- 1830-1848; Guizot, M. (François), 1787-1874; France -- Foreign relations -- 1815-1848","FR Biographie, Mémoires, Journal intime, Correspondance; Browsing: Biographies; Browsing: History - European; Browsing: Politics"
14792,La sorcellerie,fr,"Louandre, Charles, 1812-1882",Magic -- History,FR Occultisme; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
14793,La vie errante,fr,"Maupassant, Guy de, 1850-1893",Mediterranean Sea -- Description and travel,FR Voyages et pays; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
14794,Ang Mananayaw,tl,"Almario, Rosauro, 1886-1933",Fiction,Browsing: Literature; Browsing: Fiction
14795,Junto Al Pasig,es,"Rizal, José, 1861-1896",Drama,Browsing: Literature
14796,El Consejo de los Dioses,es,"Rizal, José, 1861-1896",Fiction,Browsing: Literature; Browsing: Fiction
14797,The Tale of Timmy Tiptoes,en,"Potter, Beatrix, 1866-1943",Animals -- Juvenile fiction; Children's stories; Squirrels -- Juvenile fiction,Children's Picture Books; Browsing: Children & Young Adult Reading
14798,Making Both Ends Meet: The income and outlay of New York working girls,en,"Clark, Sue Ainslie; Wyatt, Edith, 1873-1958",Women -- Employment -- New York (State) -- New York; Wages -- New York (State) -- New York; Cost and standard of living -- New York (State) -- New York,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: History - American; Browsing: Sociology
14799,"Journal des Goncourt  (Premier Volume)
Mémoires de la vie littéraire",fr,"Goncourt, Edmond de, 1822-1896; Goncourt, Jules de, 1830-1870","Novelists, French -- 19th century -- Diaries; Goncourt, Edmond de, 1822-1896 -- Diaries; Goncourt, Jules de, 1830-1870 -- Diaries; Paris (France) -- Social life and customs -- 19th century; Paris (France) -- Intellectual life -- 19th century","FR Biographie, Mémoires, Journal intime, Correspondance; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Journals; Browsing: Literature"
14800,"The present state of wit (1711), and excerpts from The English Theophrastus; or, The manners of the age (1702)",en,"Gay, John, 1685-1732 [Contributor]; Bond, Donald Frederic, 1898-1987 [Author of introduction, etc.]; Britton, W. Earl (Webster Earl), 1905-1995 [Author of introduction, etc.]; Boyer, Abel, 1667-1729 [Contributor]",Conduct of life; English literature -- 18th century -- History and criticism; Characters and characteristics,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature
14801,"En ollenkaan muista
4-näytöksinen näytelmä",fi,"Jahnsson, Evald Ferdinand, 1844-1895",Finnish drama,Browsing: Culture/Civilization/Society; Browsing: Literature
14802,Huutolaiset,fi,"Hahnsson, Theodolinda, 1838-1919",Fiction,Browsing: Literature; Browsing: Fiction
14803,"Journal des Goncourt  (Deuxième volume)
Mémoires de la vie littéraire",fr,"Goncourt, Edmond de, 1822-1896; Goncourt, Jules de, 1830-1870","Novelists, French -- 19th century -- Diaries; Goncourt, Edmond de, 1822-1896 -- Diaries; Goncourt, Jules de, 1830-1870 -- Diaries; Paris (France) -- Social life and customs -- 19th century; Paris (France) -- Intellectual life -- 19th century","FR Biographie, Mémoires, Journal intime, Correspondance; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Journals; Browsing: Literature"
14804,"La Guerre Sociale
Discours Prononcé au Congrès de la Paix",fr,"Léo, André, 1824-1900","Paris (France) -- History -- Commune, 1871",FR Politique; Browsing: History - European; Browsing: History - General; Browsing: Politics
14805,Les trophées,fr,"Heredia, José-Maria de, 1842-1905",Poetry,FR Poésie; Browsing: Literature; Browsing: Poetry
14806,La Jangada: Huit cent lieues sur l'Amazone,fr,"Verne, Jules, 1828-1905",Adventure and adventurers -- Fiction; Voyages and travels -- Fiction; Brazil -- Social life and customs -- Fiction; Peru -- Social life and customs -- Fiction; Rafts -- Fiction; Amazon River -- Fiction,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
14807,Marjapojat,fi,"Hahnsson, Theodolinda, 1838-1919",Fiction,Browsing: Fiction
14808,"Punch, or the London Charivari, Volume 101, August 8, 1891",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14809,The Origin and Deeds of the Goths,en,"Jordanes, active 6th century; Mierow, Charles Christopher, 1883- [Translator]","Attila, -453; Goths; Germanic peoples",Browsing: History - European; Browsing: History - General
14810,La maison à vapeur: Voyage à travers l'Inde septentrionale,fr,"Verne, Jules, 1828-1905","India -- History -- Sepoy Rebellion, 1857-1858 -- Fiction; Adventure stories; British -- India -- Fiction; Mutiny -- India -- Fiction",FR Littérature; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
14811,The new freedom,en,"Wilson, Woodrow, 1856-1924",United States -- Politics and government -- 1913-1921; United States -- Social conditions -- 1865-1918,"Bestsellers, American, 1895-1923; Browsing: History - American; Browsing: Politics"
14812,A Midsummer Drive Through the Pyrenees,en,"Dix, Edwin Asa, 1860-1911",Pyrenees -- Description and travel,Browsing: History - General; Browsing: Travel & Geography
14813,The Life and Death of Richard Yea-and-Nay,en,"Hewlett, Maurice, 1861-1923","Richard I, King of England, 1157-1199 -- Fiction","Historical Fiction; Bestsellers, American, 1895-1923; Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction"
14814,The Tale of Jemima Puddle-Duck,en,"Potter, Beatrix, 1866-1943",Dogs -- Juvenile fiction; Foxes -- Juvenile fiction; Domestic animals -- Juvenile fiction; Ducks -- Juvenile fiction,Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Fiction
14815,"Peck's Compendium of Fun
Comprising the Choicest Gems of Wit, Humor, Sarcasm and Pathos of America's Favorite Humorist",en,"Peck, George W. (George Wilbur), 1840-1916",American wit and humor,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Humour
14816,La Mare-Balena,ca,"Català, Víctor, 1869-1966",Short stories,Browsing: Literature; Browsing: Fiction
14817,The White Wolf and Other Fireside Tales,en,"Quiller-Couch, Arthur, 1863-1944","Short stories, English",Browsing: Literature; Browsing: Fiction
14818,The Daughter of Anderson Crow,en,"McCutcheon, George Barr, 1866-1928; Justice, Martin, 1869-1961 [Illustrator]",City and town life -- Fiction; Foundlings -- Fiction; New York (State) -- Fiction,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
14819,Elämän hawainnoita 04: Kontti=Anna; Ruoti=ukko,fi,"Päivärinta, Pietari, 1827-1913",Finnish fiction,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
14820,Une femme d'argent,fr,"Malot, Hector, 1830-1907",French fiction -- 19th century,FR Littérature; Browsing: Literature; Browsing: Fiction
14821,"A Spray of Kentucky Pine
Placed at the Feet of the Dead Poet James Whitcomb Riley",en,"Sherley, Douglass, 1857-1917","Riley, James Whitcomb, 1849-1916",Browsing: Biographies; Browsing: Literature
14822,"Kartilyang Makabayan
Mga Tanong at Sagot Ukol Kay Andrés Bonifacio at sa KKK",tl,"Cruz, Hermenegildo, 1880-1943","Philippines -- History -- Revolution, 1896-1898; Kaatastaasan, Kagalanggalang Katipunan ng mga Anak ng Bayan (Organization)",Browsing: History - American; Browsing: History - European; Browsing: History - General
14823,A Student in Arms: Second Series,en,"Hankey, Donald, 1884-1916; Strachey, John St. Loe, 1860-1927 [Author of introduction, etc.]","World War, 1914-1918","Bestsellers, American, 1895-1923; Browsing: History - General; Browsing: History - Warfare"
14824,"Furnishing the Home of Good Taste
A Brief Sketch of the Period Styles in Interior Decoration with Suggestions as to Their Employment in the Homes of Today",en,"Throop, Lucy Abbot",Interior decoration,Technology; Browsing: Architecture; Browsing: Art & Photography
14825,Our Foreigners: A Chronicle of Americans in the Making,en,"Orth, Samuel Peter, 1873-1922",Immigrants -- United States; United States -- Emigration and immigration,United States; Children's History; Browsing: Culture/Civilization/Society; Browsing: History - American
14826,Mythen en Legenden van Egypte,nl,"Spence, Lewis, 1874-1955; Paul, Evelyn, 1883-1963 [Illustrator]",Egypt -- Antiquities; Egypt -- Religion,Egypt; Browsing: Culture/Civilization/Society; Browsing: History - Ancient; Browsing: Religion/Spirituality/Paranormal
14827,Étude sur Shakspeare,fr,"Guizot, François, 1787-1874","Shakespeare, William, 1564-1616","FR Biographie, Mémoires, Journal intime, Correspondance; Browsing: Biographies; Browsing: Literature"
14828,"Les îles: Promenades dans le golfe Saint-Laurent
Une partie de la Côte Nord, l'île aux Oeufs, l'Anticosti, l'île Saint-Paul, l'archipel de la Madeleine",fr,"Faucher de Saint-Maurice, 1844-1897","Canada -- History; Walker, Hovenden, Sir, 1656?-1728; Saint Lawrence, Gulf of",FR Voyages et pays; Browsing: History - General; Browsing: Travel & Geography
14829,"Our Holidays
Their Meaning and Spirit; retold from St. Nicholas",en,Various,Holidays -- Juvenile literature; Festivals -- Juvenile literature,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society
14830,"Aljaska en de Canada-spoorweg
De Aarde en haar Volken, 1892",nl,Anonymous,Canada -- Description and travel; Alaska -- Description and travel,De Aarde en haar Volken; Browsing: History - American; Browsing: Travel & Geography
14831,Andy Grant's Pluck,en,"Alger, Horatio, Jr., 1832-1899",Conduct of life -- Juvenile fiction; Coming of age -- Juvenile fiction,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction
14832,A Maid of the Silver Sea,en,"Oxenham, John, 1852-1941; Copping, Harold, 1863-1932 [Illustrator]",Sark (Channel Islands) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14833,"Varney the Vampire; Or, the Feast of Blood",en,"Prest, Thomas Peckett, 1810-1859; Rymer, James Malcolm, 1814?-1884",Horror tales; Gothic fiction; Vampires -- Fiction,Horror; Browsing: Literature; Browsing: Fiction
14834,"The Whence and the Whither of Man
A Brief History of His Origin and Development through Conformity to Environment; Being the Morse Lectures of 1895",en,"Tyler, John M. (John Mason), 1851-1929",Evolution,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
14835,The Burglar and the Blizzard: A Christmas Story,en,"Miller, Alice Duer, 1874-1942; Harding, Charlotte, 1873-1951 [Illustrator]",Christmas stories; Love stories; Country homes -- Fiction; Siblings -- Fiction; Rich people -- Fiction; Burglars -- Fiction,Christmas; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14836,"A Voyage in the 'Sunbeam', Our Home on the Ocean for Eleven Months",en,"Brassey, Annie, 1839-1887",Voyages around the world; Sunbeam (Yacht),Browsing: History - General; Browsing: Travel & Geography
14837,The Tale of Tom Kitten,en,"Potter, Beatrix, 1866-1943",Cats -- Juvenile fiction; Kittens -- Juvenile fiction,Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Fiction
14838,The Tale of Peter Rabbit,en,"Potter, Beatrix, 1866-1943",Rabbits -- Juvenile fiction,Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Fiction
14839,Filipinas Dentro De Cien Años (Estudio Politico-Social),es,"Rizal, José, 1861-1896",Philippines -- Social conditions; Philippines -- Politics and government,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Politics
14840,Vaihdokas: Kuvaus vanhan kansan elämästä,fi,"Reijonen, Juho Heikki, 1855-1924",Finnish fiction -- 19th century,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14841,"Life of Lord Byron, Vol. 6
With His Letters and Journals",en,"Moore, Thomas, 1779-1852","Poets, English -- 19th century -- Biography; Byron, George Gordon Byron, Baron, 1788-1824",Browsing: Biographies; Browsing: Literature
14842,"Lippincott's Magazine of Popular Literature and Science, Volume 26, September, 1880",en,Various,"Science -- Periodicals; Literature, Modern -- 19th century -- Periodicals",Lippincott's Magazine; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature; Browsing: Science - General
14843,"The Manor House of Lacolle
A description and historical sketch of the Manoir of the Seigniory
of de Beaujeu of Lacolle",en,"Lighthall, W. D. (William Douw), 1857-1954",Manors -- Québec (Province) -- Lacolle,Browsing: History - American; Browsing: History - General
14844,The Taming of Red Butte Western,en,"Lynde, Francis, 1856-1930",Western stories,Browsing: Literature; Browsing: Fiction
14845,"Punch, or the London Charivari, Volume 102, February 13, 1892",en,Various,English wit and humor -- Periodicals,Punch; Browsing: History - British; Browsing: Humour
14846,"Punch, or the London Charivari, Volume 103, July 16, 1892",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Art & Photography; Browsing: Humour
14847,Veden päällä liikkuva kaupunki,fi,"Verne, Jules, 1828-1905",Great Eastern (Steamship) -- Fiction,Browsing: Literature; Browsing: Fiction
14848,The Story of Miss Moppet,en,"Potter, Beatrix, 1866-1943",Mice -- Juvenile fiction; Kittens -- Juvenile fiction,Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Literature
14849,"Leaves of Life, for Daily Inspiration",en,"Steinmetz, Margaret Bird",Devotional literature; Meditations; Calendars; Devotional exercises,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
14850,Het zwevende schaakbord,nl,"Couperus, Louis, 1863-1923",Fiction,Browsing: Literature; Browsing: Fiction
14851,Uncle Silas: A Tale of Bartram-Haugh,en,"Le Fanu, Joseph Sheridan, 1814-1873",Orphans -- Fiction; Psychological fiction; Governesses -- Fiction; Uncles -- Fiction; Gothic fiction; Murderers -- Fiction,Best Books Ever Listings; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
14852,The Younger Set,en,"Chambers, Robert W. (Robert William), 1865-1933",Fiction,"Bestsellers, American, 1895-1923; Browsing: Literature; Browsing: Fiction"
14853,"The Stowmarket Mystery; Or, A Legacy of Hate",en,"Tracy, Louis, 1863-1928",Detective and mystery stories,Browsing: Crime/Mystery; Browsing: Literature
14854,Martha By-the-Day,en,"Lippmann, Julie M., 1864-1952",New York (N.Y.) -- Fiction; Love stories; Governesses -- Fiction; Working class women -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14855,A Few Short Sketches,en,"Sherley, Douglass, 1857-1917",Short stories,Browsing: Literature; Browsing: Fiction
14856,"Punch, or the London Charivari, Volume 152, March 28, 1917",en,Various,English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
14857,The Story of Versailles,en,"Payne, Francis Loring","France -- Court and courtiers; Versailles (France) -- Description and travel; Château de Versailles (Versailles, France); Versailles (France)",Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Travel & Geography
14858,The Man Thou Gavest,en,"Comstock, Harriet T. (Harriet Theresa), 1860-1943",Fiction,Browsing: Literature; Browsing: Fiction
14859,"Daddy Takes Us to the Garden
The Daddy Series for Little Folks",en,"Garis, Howard Roger, 1873-1962",Fathers -- Juvenile fiction; Gardens -- Juvenile fiction,Horticulture; Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals; Browsing: Fiction
14860,"The Journal of Sir Walter Scott
From the Original Manuscript at Abbotsford",en,"Scott, Walter, 1771-1832; Douglas, David, 1823-1916 [Editor]","Scott, Walter, 1771-1832 -- Diaries; Authors, Scottish -- 19th century -- Diaries",Browsing: Biographies; Browsing: History - British; Browsing: Literature
14861,Kivesjärveläiset; Simo Hurtta; Bellerophon,fi,"Leino, Eino, 1878-1926",Poetry,Browsing: Literature; Browsing: Poetry
14862,Laara: Kuvaus Savon kansan elämästä,fi,"Kauppis-Heikki, 1862-1920",Finnish fiction -- 19th century,Browsing: Literature; Browsing: Fiction
14863,The Tinder-Box,en,"Daviess, Maria Thompson, 1872-1924",Love stories; Sex role -- Fiction; Man-woman relationships -- Fiction; Women -- Suffrage -- Fiction; Tennessee -- Fiction; Harpeth Valley (Tenn.) -- Fiction; Sex differences -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
14864,Elämän hawainnoita 05: Kirjailija; Mutta elääpä hän wielä sittenkin; Wäärä mammona,fi,"Päivärinta, Pietari, 1827-1913",Finnish fiction,Browsing: Literature; Browsing: Fiction
14865,Gwaith Alun,cy; en,"Blackwell, John, 1797-1840; Jones, Samuel Maurice, 1853-1932 [Illustrator]; Thomas, John [Photographer]",Welsh poetry -- 19th century,Browsing: Literature; Browsing: Poetry
14866,"Animal Sanctuaries in Labrador
An Address Presented by Lt.-Colonel William Wood, F.R.S.C. before the Second Annual Meeting of the Commission of Conservation at Quebec, January, 1911",en,"Wood, William, 1864-1947",Animal welfare; Animal sanctuaries -- Newfoundland and Labrador -- Labrador; Labrador (N.L.) -- Economic conditions,Ecology; Browsing: Environmental Issues; Browsing: Nature/Gardening/Animals; Browsing: Sociology
14867,"Oriental Religions and Christianity
A Course of Lectures Delivered on the Ely Foundation Before the
Students of Union Theological Seminary, New York, 1891",en,"Ellinwood, Frank F. (Frank Field), 1826-1908",Christianity and other religions; Hinduism -- Relations -- Christianity; Buddhism -- Relations -- Christianity; Islam -- Relations -- Christianity,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
14868,The Tailor of Gloucester,en,"Potter, Beatrix, 1866-1943",Mice -- Juvenile fiction; Christmas -- Juvenile fiction,Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Fiction
14869,Soldier Songs and Love Songs,en,"Laidlaw, A. H. (Alexander Hamilton), 1869-1908",Poetry,Browsing: Literature; Browsing: Poetry
14870,Rebuilding Britain: A Survey of Problems of Reconstruction After the World War,en,"Hopkinson, Alfred, Sir, 1851-1939",Reconstruction (1914-1939) -- Great Britain,World War I; Browsing: History - British; Browsing: History - General; Browsing: History - Warfare
14871,Poems,en,"Walton, Mary Alice",Poetry,Browsing: Poetry
14872,The Tale of Squirrel Nutkin,en,"Potter, Beatrix, 1866-1943",Squirrels -- Juvenile fiction,Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Fiction
14873,Instructions on Modern American Bridge Building,en,"Tower, G. B. N. (George Bates Nichols), 1834-1889",Bridges,Technology; Browsing: Computers & Technology; Browsing: Engineering & Construction
14874,Elsie's Womanhood,en,"Finley, Martha, 1828-1909","Christian life -- Juvenile fiction; Domestic fiction; Religious fiction; Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
14875,Elsie's children,en,"Finley, Martha, 1828-1909","Domestic fiction; Religious fiction; Families -- Juvenile fiction; Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
14876,The Forest Runners: A Story of the Great War Trail in Early Kentucky,en,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",Adventure and adventurers -- Juvenile fiction; Frontier and pioneer life -- Juvenile fiction; Kentucky -- Juvenile fiction,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
14877,The Tale of Ginger and Pickles,en,"Potter, Beatrix, 1866-1943","Dogs -- Juvenile fiction; Animals -- Juvenile fiction; Cats -- Juvenile fiction; Stores, Retail -- Juvenile fiction",Children's Picture Books; Browsing: Children & Young Adult Reading; Browsing: Fiction
14878,"The Relation of the Hrólfs Saga Kraka and the Bjarkarímur to Beowulf
A Contribution To The History Of Saga Development In England And The
Scandinavian Countries",en,"Olson, Oscar Ludvig, 1872-",Beowulf; Hrólfs saga Kraka; Bjarkarimur; England -- Civilization -- Scandinavian influences,Browsing: History - European; Browsing: Literature
14879,The Hilltop Boys on Lost Island,en,"Burleigh, Cyril",Preparatory school students -- Juvenile fiction,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction
14880,McGuffey's Fourth Eclectic Reader,en,"McGuffey, William Holmes, 1800-1873",Readers,Children's Instructional Books; Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Teaching & Education
14881,The Log School-House on the Columbia,en,"Butterworth, Hezekiah, 1839-1905",Indians of North America -- Fiction; Children -- Conduct of life -- Fiction; Frontier and pioneer life -- Oregon -- Fiction; Northwest boundary of the United States -- Fiction; Conduct of life -- Fiction; Voyages and travels -- Fiction; Mountains -- Fiction; Natural history -- Fiction; Oregon Territory -- History -- Fiction,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Teaching & Education; Browsing: Fiction
14882,Bobby of the Labrador,en,"Wallace, Dillon, 1863-1939",Adventure stories; Voyages and travels -- Juvenile fiction; Polar regions -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Travel & Geography; Browsing: Fiction
14883,Grandmother Elsie,en,"Finley, Martha, 1828-1909","Christian life -- Juvenile fiction; Domestic fiction; Religious fiction; Dinsmore, Elsie (Fictitious character) -- Juvenile fiction",Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
14884,Famous Violinists of To-day and Yesterday,en,"Lahee, Henry Charles, 1856-1953","Violinists; Paganini, Nicolò, 1782-1840; Bull, Ole, 1810-1880; Joachim, Joseph, 1831-1907",Music; Browsing: Biographies; Browsing: Music
14885,Red Pottage,en,"Cholmondeley, Mary, 1859-1925",Fiction,"Bestsellers, American, 1895-1923; Browsing: Literature; Browsing: Fiction"
14886,England's Case Against Home Rule,en,"Dicey, A. V. (Albert Venn), 1835-1922",Home rule -- Ireland,Browsing: History - European; Browsing: Politics
14887,Pipe and Pouch: The Smoker's Own Book of Poetry,en,"Knight, Joseph, 1845- [Compiler]",English poetry; Tobacco -- Poetry,Browsing: Poetry
14888,The Inheritors,en,"Conrad, Joseph, 1857-1924; Ford, Ford Madox, 1873-1939",Science fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
14889,"The Meadow-Brook Girls Under Canvas; Or, Fun and Frolic in the Summer Camp",en,"Aldridge, Janet",Friendship -- Juvenile fiction; Camping -- Juvenile fiction; Hazing -- Juvenile fiction,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction
14890,The Hunters of the Hills,en,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919","United States -- History -- French and Indian War, 1754-1763 -- Fiction",Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction
14891,The Rulers of the Lakes: A Story of George and Champlain,en,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919","United States -- History -- French and Indian War, 1754-1763 -- Fiction",Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction
14892,Daniel Defoe,en,"Minto, William, 1845-1893","Defoe, Daniel, 1661?-1731",Browsing: History - British; Browsing: Literature
14893,"Prince Jan, St. Bernard",en,"Hooker, Forrestine C. (Forrestine Cooper), 1867-1932",Dogs -- Folklore,Animals-Domestic; Browsing: Culture/Civilization/Society
14894,Elämän hawainnoita 06: Rakkauden suurin uhri; Sortunut; Olkkos=Kaisa,fi,"Päivärinta, Pietari, 1827-1913",Finnish fiction,Browsing: Literature; Browsing: Fiction
14895,All He Knew: A Story,en,"Habberton, John, 1842-1921",Religious fiction; Ex-convicts -- Fiction,Browsing: Literature; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
14896,The Diamond Master,en,"Futrelle, Jacques, 1875-1912",Fiction; Detective and mystery stories,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
14897,"""That Old-Time Child, Roberta"": Her Home-Life on the Farm",en,"Sea, Sophie Fox","Girls -- Juvenile fiction; Country life -- Juvenile fiction; United States -- History -- Civil War, 1861-1865 -- Juvenile fiction; Plantation life -- Juvenile fiction; Kentucky -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
14898,"In the Amazon Jungle
Adventures in Remote Parts of the Upper Amazon River, Including a Sojourn Among Cannibal Indians",en,"Lange, Algot, 1884-1904; Dellenbaugh, Frederick Samuel, 1853-1935 [Author of introduction, etc.]; Hauser, J. Odell [Editor]",Amazon River Valley; Indians of South America -- Brazil; Amazonas (Brazil),Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
14899,"Some Remarks on the Tragedy of Hamlet, Prince of Denmark, Written by Mr. William Shakespeare (1736)",en,"Hanmer, Thomas, Sir, 1677-1746 [Dubious author]; Thorpe, Clarence De Witt, 1887- [Author of introduction, etc.]","Shakespeare, William, 1564-1616. Hamlet; Hamlet (Legendary character) -- Early works to 1800; Tragedy -- Early works to 1800",Browsing: Literature; Browsing: Fiction
14900,The Black Man's Place in South Africa,en,"Nielsen, Peter, active 1922-1937",Black people -- South Africa,South Africa; Africa; Browsing: Culture/Civilization/Society; Browsing: History - General
14901,"Epilepsy, Hysteria, and Neurasthenia: Their Causes, Symptoms, & Treatment",en,"Briggs, Isaac George, 1892-",Hysteria; Neurasthenia; Epilepsy; Nervous system -- Diseases,Browsing: Health & Medicine
14902,"Deadwood Dick, the Prince of the Road; or, The Black Rider of the Black Hills",en,"Wheeler, Edward L. (Edward Lytton), 1855?-1885",Fiction; Western stories; Dime novels,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14903,"The Knights of the White Shield
Up-the-Ladder Club Series, Round One Play",en,"Rand, Edward A. (Edward Augustus), 1837-1903",Orphans -- Juvenile fiction; Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; African Americans -- Juvenile fiction; Play -- Juvenile fiction; Boys -- Societies and clubs -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
14904,Constituição politica da Monarchia portugueza,pt,Portugal,Constitutions -- Portugal,PT Política e Sociedade; Browsing: History - General; Browsing: Law & Criminology; Browsing: Politics
14905,Traité du Pouvoir du Magistrat Politique sur les choses sacrées,fr,"Grotius, Hugo, 1583-1645",Church and state -- Early works to 1800; Ecclesiastical law -- Early works to 1800,FR Politique; Browsing: History - Religious; Browsing: Law & Criminology; Browsing: Politics; Browsing: Religion/Spirituality/Paranormal
14906,"Songs, Sonnets & Miscellaneous Poems",en,"Runciman, Thomas, 1841-1909",Poetry,Browsing: Literature; Browsing: Poetry
14907,Living Alone,en,"Benson, Stella, 1892-1933","Fantasy literature; World War, 1914-1918 -- Fiction; London (England) -- Fiction; Witches -- Fiction",Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
